INFO:root:Iteration: 0, Loss: 1.7917594909667969, Accuracy: 0.0, Validation Accuracy: 0.78125, Validation Loss: 1.7794959545135498
INFO:root:Iteration: 440, Loss: 1.0966273546218872, Accuracy: 0.640625, Validation Accuracy: 0.6875, Validation Loss: 1.0291683673858643
INFO:root:Iteration: 450, Loss: 1.27267324924469, Accuracy: 0.578125, Validation Accuracy: 0.6796875, Validation Loss: 1.0430580377578735
INFO:root:Iteration: 460, Loss: 1.1394145488739014, Accuracy: 0.59375, Validation Accuracy: 0.5546875, Validation Loss: 1.2436336278915405
INFO:root:Iteration: 470, Loss: 1.2319834232330322, Accuracy: 0.6015625, Validation Accuracy: 0.8515625, Validation Loss: 0.7574001550674438
INFO:root:Iteration: 480, Loss: 1.1130242347717285, Accuracy: 0.65625, Validation Accuracy: 0.5390625, Validation Loss: 1.2469605207443237
INFO:root:Iteration: 490, Loss: 1.2411439418792725, Accuracy: 0.5859375, Validation Accuracy: 0.6640625, Validation Loss: 0.9889833927154541
INFO:root:Iteration: 500, Loss: 1.10870361328125, Accuracy: 0.6328125, Validation Accuracy: 0.59375, Validation Loss: 1.1226574182510376
INFO:root:Iteration: 510, Loss: 1.0322519540786743, Accuracy: 0.6796875, Validation Accuracy: 0.7734375, Validation Loss: 0.8804028630256653
INFO:root:Iteration: 520, Loss: 1.2456629276275635, Accuracy: 0.546875, Validation Accuracy: 0.6953125, Validation Loss: 1.0791136026382446
INFO:root:Iteration: 530, Loss: 1.1037441492080688, Accuracy: 0.6328125, Validation Accuracy: 0.5859375, Validation Loss: 1.080861210823059
INFO:root:Iteration: 540, Loss: 1.2057604789733887, Accuracy: 0.59375, Validation Accuracy: 0.46875, Validation Loss: 1.4384974241256714
INFO:root:Iteration: 550, Loss: 1.1101398468017578, Accuracy: 0.640625, Validation Accuracy: 0.6015625, Validation Loss: 1.0958271026611328
INFO:root:Iteration: 560, Loss: 1.2484463453292847, Accuracy: 0.5859375, Validation Accuracy: 0.484375, Validation Loss: 1.3311443328857422
INFO:root:Iteration: 570, Loss: 1.2495877742767334, Accuracy: 0.5625, Validation Accuracy: 0.6015625, Validation Loss: 1.2006230354309082
INFO:root:Iteration: 580, Loss: 1.1282838582992554, Accuracy: 0.609375, Validation Accuracy: 0.625, Validation Loss: 1.0785698890686035
INFO:root:Iteration: 590, Loss: 1.1477726697921753, Accuracy: 0.6328125, Validation Accuracy: 0.4921875, Validation Loss: 1.3049349784851074
INFO:root:Iteration: 600, Loss: 1.2769079208374023, Accuracy: 0.5390625, Validation Accuracy: 0.3984375, Validation Loss: 1.6514321565628052
INFO:root:Saved Checkpoint at iteration 300 and path ./tensorboard_RNN/model300.ckpt
INFO:root:Iteration: 610, Loss: 1.2643601894378662, Accuracy: 0.5859375, Validation Accuracy: 0.7109375, Validation Loss: 0.9695786237716675
INFO:root:Iteration: 620, Loss: 1.135465383529663, Accuracy: 0.640625, Validation Accuracy: 0.65625, Validation Loss: 1.0996553897857666
INFO:root:Iteration: 630, Loss: 1.1023290157318115, Accuracy: 0.640625, Validation Accuracy: 0.4296875, Validation Loss: 1.4176300764083862
INFO:root:Iteration: 640, Loss: 1.2462824583053589, Accuracy: 0.5703125, Validation Accuracy: 0.8125, Validation Loss: 0.8473455905914307
INFO:root:Iteration: 650, Loss: 1.1532964706420898, Accuracy: 0.625, Validation Accuracy: 0.65625, Validation Loss: 1.0606718063354492
INFO:root:Iteration: 660, Loss: 1.2443863153457642, Accuracy: 0.5703125, Validation Accuracy: 0.6484375, Validation Loss: 1.113796591758728
INFO:root:Iteration: 670, Loss: 1.1975445747375488, Accuracy: 0.609375, Validation Accuracy: 0.4140625, Validation Loss: 1.4089479446411133
INFO:root:Iteration: 680, Loss: 1.1726844310760498, Accuracy: 0.6171875, Validation Accuracy: 0.4296875, Validation Loss: 1.519935131072998
INFO:root:Iteration: 690, Loss: 1.0584142208099365, Accuracy: 0.640625, Validation Accuracy: 0.6640625, Validation Loss: 1.02786386013031
INFO:root:Iteration: 700, Loss: 0.9346172213554382, Accuracy: 0.7265625, Validation Accuracy: 0.625, Validation Loss: 1.1194605827331543
INFO:root:Iteration: 710, Loss: 1.2234169244766235, Accuracy: 0.6015625, Validation Accuracy: 0.6484375, Validation Loss: 1.0670344829559326
INFO:root:Iteration: 720, Loss: 1.1420056819915771, Accuracy: 0.6171875, Validation Accuracy: 0.5546875, Validation Loss: 1.210988163948059
INFO:root:Iteration: 730, Loss: 1.2744274139404297, Accuracy: 0.5625, Validation Accuracy: 0.65625, Validation Loss: 1.0924012660980225
INFO:root:Iteration: 740, Loss: 1.2830276489257812, Accuracy: 0.5234375, Validation Accuracy: 0.8359375, Validation Loss: 0.7717020511627197
INFO:root:Iteration: 750, Loss: 1.1804959774017334, Accuracy: 0.625, Validation Accuracy: 0.7578125, Validation Loss: 0.9379664659500122
INFO:root:Iteration: 760, Loss: 1.0116212368011475, Accuracy: 0.6875, Validation Accuracy: 0.78125, Validation Loss: 0.8115605115890503
INFO:root:Iteration: 770, Loss: 1.0067102909088135, Accuracy: 0.703125, Validation Accuracy: 0.640625, Validation Loss: 1.1091411113739014
INFO:root:Iteration: 780, Loss: 1.096923828125, Accuracy: 0.640625, Validation Accuracy: 0.609375, Validation Loss: 1.133649468421936
INFO:root:Iteration: 790, Loss: 1.0126525163650513, Accuracy: 0.6953125, Validation Accuracy: 0.59375, Validation Loss: 1.230198621749878
INFO:root:Iteration: 800, Loss: 1.3187627792358398, Accuracy: 0.5546875, Validation Accuracy: 0.6640625, Validation Loss: 1.023995280265808
INFO:root:Saved Checkpoint at iteration 400 and path ./tensorboard_RNN/model400.ckpt
INFO:root:Iteration: 810, Loss: 1.2584054470062256, Accuracy: 0.5546875, Validation Accuracy: 0.4765625, Validation Loss: 1.2304104566574097
INFO:root:Iteration: 820, Loss: 1.276298999786377, Accuracy: 0.5234375, Validation Accuracy: 0.5703125, Validation Loss: 1.3201515674591064
INFO:root:Iteration: 830, Loss: 1.2210395336151123, Accuracy: 0.5703125, Validation Accuracy: 0.7109375, Validation Loss: 1.0099714994430542
INFO:root:Iteration: 840, Loss: 1.2907568216323853, Accuracy: 0.515625, Validation Accuracy: 0.7265625, Validation Loss: 0.9869429469108582
INFO:root:Iteration: 850, Loss: 1.099806547164917, Accuracy: 0.6328125, Validation Accuracy: 0.609375, Validation Loss: 1.1338543891906738
INFO:root:Iteration: 860, Loss: 1.2141010761260986, Accuracy: 0.5390625, Validation Accuracy: 0.84375, Validation Loss: 0.8721134662628174
INFO:root:Iteration: 870, Loss: 1.1157538890838623, Accuracy: 0.6640625, Validation Accuracy: 0.515625, Validation Loss: 1.281477451324463
INFO:root:Iteration: 880, Loss: 1.1339707374572754, Accuracy: 0.6328125, Validation Accuracy: 0.7265625, Validation Loss: 0.9029958844184875
INFO:root:Iteration: 890, Loss: 1.1081020832061768, Accuracy: 0.6171875, Validation Accuracy: 0.5625, Validation Loss: 1.160412073135376
INFO:root:Iteration: 900, Loss: 1.2808895111083984, Accuracy: 0.546875, Validation Accuracy: 0.6796875, Validation Loss: 1.1218788623809814
INFO:root:Iteration: 910, Loss: 1.1612153053283691, Accuracy: 0.6015625, Validation Accuracy: 0.71875, Validation Loss: 0.9831124544143677
INFO:root:Iteration: 920, Loss: 1.1086764335632324, Accuracy: 0.6640625, Validation Accuracy: 0.5390625, Validation Loss: 1.1936464309692383
INFO:root:Iteration: 930, Loss: 1.1591225862503052, Accuracy: 0.609375, Validation Accuracy: 0.453125, Validation Loss: 1.4156773090362549
